Wall time,Step,Value
1694358533.994201,49599,0.37062156200408936
1694358735.4420285,49799,0.3700881600379944
1694358936.5628781,49999,0.37077492475509644
1694359137.6949706,50199,0.3706626296043396
1694359338.6896307,50399,0.3703353703022003
1694359539.8875077,50599,0.37055978178977966
1694359741.3655803,50799,0.3706267178058624
1694359942.4852524,50999,0.37070101499557495
1694360143.8352048,51199,0.37045788764953613
1694360345.6465678,51399,0.37077316641807556
1694360550.574053,51599,0.37034663558006287
1694360764.0966084,51799,0.370344340801239
1694360978.9636364,51999,0.37028953433036804
1694361195.551174,52199,0.3700355887413025
1694361407.108907,52399,0.3702740967273712
