Wall time,Step,Value
1694239770.4960387,199,0.9099709391593933
1694239975.6751726,399,0.4153994619846344
1694240174.1455295,599,0.3963959515094757
1694240371.5623984,799,0.39063841104507446
1694240570.505917,999,0.3911993205547333
1694240768.443817,1199,0.3878157138824463
1694240965.9024265,1399,0.3840450644493103
1694241163.3906736,1599,0.38208165764808655
1694241360.8744223,1799,0.3822391629219055
1694241558.114581,1999,0.37944361567497253
1694241756.5578747,2199,0.37895286083221436
1694241953.7684367,2399,0.3782135546207428
1694242150.5687053,2599,0.3769306540489197
1694242347.9272268,2799,0.3755747377872467
1694242545.0500302,2999,0.3793032765388489
1694242742.621225,3199,0.37571534514427185
1694242940.2996373,3399,0.3742970824241638
1694243137.6807337,3599,0.3744743764400482
1694243334.776256,3799,0.37434956431388855
1694243530.929507,3999,0.37456437945365906
1694243727.5542352,4199,0.3737707734107971
1694243923.345454,4399,0.37293684482574463
1694244120.2640676,4599,0.3734521269798279
1694244316.5672908,4799,0.3728852868080139
1694244512.8798213,4999,0.37240615487098694
1694244709.0260208,5199,0.37200701236724854
1694244905.7635758,5399,0.37175315618515015
1694245102.2633252,5599,0.37265732884407043
1694245299.509131,5799,0.37224459648132324
1694245497.0078707,5999,0.3721282184123993
1694245693.0539796,6199,0.3719361126422882
1694245889.9315572,6399,0.3712967038154602
1694246086.167648,6599,0.37208274006843567
1694246282.1277657,6799,0.371487557888031
1694246478.745359,6999,0.3716222047805786
1694246675.0223324,7199,0.37178507447242737
1694246871.2974167,7399,0.37132900953292847
1694247159.8749304,7699,0.3712497055530548
1694247356.539718,7899,0.3707936704158783
1694247552.7473657,8099,0.3709356188774109
1694247749.264258,8299,0.37106016278266907
1694247945.7493937,8499,0.3712218105792999
1694248142.0780702,8699,0.37082865834236145
1694248338.6129856,8899,0.37045758962631226
1694248535.7359533,9099,0.37160465121269226
1694248732.1372316,9299,0.3708075284957886
1694248928.6381214,9499,0.3705984652042389
1694249125.5990102,9699,0.37090224027633667
1694249322.3078103,9899,0.3706672489643097
1694249518.9911745,10099,0.3702008128166199
1694249715.3248177,10299,0.37026792764663696
1694249911.199963,10499,0.3704831898212433
1694250107.840598,10699,0.37175503373146057
1694250304.3216875,10899,0.37033355236053467
1694250500.5792766,11099,0.37069934606552124
1694250697.285558,11299,0.37037429213523865
1694250893.8758419,11499,0.3702037036418915
1694251090.140335,11699,0.37098047137260437
1694251286.8211432,11899,0.37088605761528015
1694251482.9894738,12099,0.37041670083999634
