Wall time,Step,Value
1694308823.0054934,199,0.750551700592041
1694309030.7658617,399,0.40033209323883057
1694309233.1565068,599,0.3899227976799011
1694309433.4952216,799,0.38703709840774536
1694309632.4142082,999,0.38817667961120605
1694309837.1272686,1199,0.3861501216888428
1694310040.875805,1399,0.38372012972831726
1694310240.148721,1599,0.3835653066635132
1694310446.2398784,1799,0.3829951584339142
1694310654.2332096,1999,0.3818099796772003
1694310854.257832,2199,0.38219866156578064
1694311059.7027404,2399,0.38101300597190857
1694311264.9710367,2599,0.3807624280452728
1694311463.9980567,2799,0.3803318738937378
1694311662.7068403,2999,0.38098686933517456
1694311861.312206,3199,0.3815271556377411
1694312060.1831841,3399,0.3789345920085907
1694312258.5066376,3599,0.37730661034584045
1694312456.9739509,3799,0.37812143564224243
1694312655.3397398,3999,0.3775719106197357
1694312856.4678948,4199,0.37676429748535156
1694313055.4147305,4399,0.3755071461200714
1694313254.186096,4599,0.3747391998767853
1694313452.6238198,4799,0.37363407015800476
1694313656.8029287,4999,0.37390071153640747
1694313867.1290214,5199,0.3740139603614807
1694314068.7086442,5399,0.37438732385635376
1694314267.3373494,5599,0.3734726309776306
1694314465.8055086,5799,0.3744477331638336
1694314664.4926734,5999,0.37383049726486206
1694314862.996879,6199,0.3730201721191406
1694315061.6092825,6399,0.37262171506881714
1694315261.1547694,6599,0.3722310960292816
1694315460.3294373,6799,0.37223106622695923
1694315658.9958038,6999,0.3718264400959015
1694315858.2059693,7199,0.3723214864730835
1694316056.8229382,7399,0.3716282844543457
1694316348.0836997,7699,0.3723798990249634
1694316547.2420423,7899,0.3723522424697876
1694316746.418382,8099,0.37191903591156006
1694316946.4608443,8299,0.3718818128108978
1694317146.5123801,8499,0.3727598190307617
1694317346.0214388,8699,0.3716125786304474
1694317545.7009099,8899,0.3713144063949585
1694317745.3735876,9099,0.37185928225517273
1694317948.458501,9299,0.3712312579154968
1694318147.4635105,9499,0.37080058455467224
1694318346.0037792,9699,0.37115752696990967
1694318544.3907728,9899,0.37136074900627136
1694318743.0694668,10099,0.37126439809799194
1694318942.1702487,10299,0.3707644045352936
1694319141.084556,10499,0.37057963013648987
1694319340.2155442,10699,0.3709114193916321
1694319539.1161351,10899,0.37143674492836
1694319738.4704442,11099,0.3707279562950134
1694319942.401581,11299,0.37048760056495667
1694320149.3574433,11499,0.37054380774497986
1694320352.2052462,11699,0.370342880487442
1694320562.4334803,11899,0.3705691993236542
1694320770.8254068,12099,0.3718177378177643
1694320977.182206,12299,0.3706199526786804
1694321185.2931163,12499,0.3705623745918274
1694321395.990517,12699,0.3705707788467407
1694321603.2708023,12899,0.3711758553981781
1694321810.2422378,13099,0.37026453018188477
1694322016.5385082,13299,0.3706813454627991
1694322219.4733167,13499,0.37061747908592224
1694322419.081675,13699,0.37012842297554016
1694322621.871845,13899,0.37047749757766724
1694322825.5116503,14099,0.3708382844924927
1694323031.1904433,14299,0.3701649010181427
1694323231.956474,14499,0.3703083097934723
1694323431.957841,14699,0.36981508135795593
1694323631.358211,14899,0.3699977695941925
1694323921.9857206,15199,0.37154945731163025
1694324122.4860258,15399,0.3707197308540344
1694324322.084709,15599,0.370170921087265
1694324520.9882467,15799,0.37077248096466064
1694324720.0853033,15999,0.370179146528244
1694324919.170592,16199,0.370343416929245
1694325118.953607,16399,0.3697878122329712
1694325317.8880987,16599,0.37130287289619446
1694325517.2392404,16799,0.3700561225414276
1694325718.3207428,16999,0.37091508507728577
1694325917.48911,17199,0.37028804421424866
1694326116.388844,17399,0.37013983726501465
1694326315.7225251,17599,0.3700985610485077
1694326514.4232094,17799,0.36993181705474854
1694326713.8376682,17999,0.3696061670780182
1694326913.4065971,18199,0.3704180121421814
1694327112.42353,18399,0.37006375193595886
1694327311.7978516,18599,0.3700794577598572
1694327510.6730154,18799,0.3691693842411041
1694327709.2101183,18999,0.36922168731689453
1694327908.3415995,19199,0.36958664655685425
1694328107.772754,19399,0.36993712186813354
1694328307.50678,19599,0.3697182536125183
1694328508.857542,19799,0.36979568004608154
1694328710.6947,19999,0.3695868253707886
1694328911.6424718,20199,0.3698227107524872
1694329118.645122,20399,0.3698230981826782
1694329325.310315,20599,0.369533896446228
1694329531.0358999,20799,0.3696477711200714
1694329735.0621614,20999,0.369902104139328
1694329941.6995678,21199,0.36966416239738464
1694330148.0062912,21399,0.369454562664032
1694330349.4361222,21599,0.3696192800998688
1694330554.9866738,21799,0.36911851167678833
1694330760.8321671,21999,0.3691704273223877
1694330967.3704846,22199,0.3690956234931946
1694331176.644833,22399,0.3696872889995575
1694331476.0482762,22699,0.3697538375854492
1694331681.112264,22899,0.36941805481910706
1694331884.8069432,23099,0.3692810833454132
1694332087.9340808,23299,0.3695182204246521
1694332293.7681444,23499,0.36920008063316345
1694332500.245734,23699,0.3695169687271118
1694332705.723592,23899,0.3695346415042877
1694332907.2412026,24099,0.3695083558559418
1694333109.8757615,24299,0.3695008158683777
1694333314.3447084,24499,0.36905378103256226
1694333521.0927615,24699,0.36998510360717773
1694333724.1793447,24899,0.36938783526420593
1694333930.0694826,25099,0.3690701127052307
1694334132.18436,25299,0.3692903518676758
1694334332.690746,25499,0.36916670203208923
1694334532.5896037,25699,0.36914199590682983
1694334734.0475428,25899,0.3691841661930084
1694334933.702616,26099,0.36929380893707275
1694335133.50206,26299,0.36933761835098267
1694335333.4829047,26499,0.3691635727882385
1694335533.3113546,26699,0.3691554367542267
1694335739.8904169,26899,0.3691318929195404
1694335946.388881,27099,0.36900395154953003
1694336150.0583594,27299,0.36915016174316406
1694336353.244284,27499,0.3694760203361511
1694336560.0993977,27699,0.3692682087421417
1694336764.622617,27899,0.3696531057357788
1694336973.0364478,28099,0.36905112862586975
1694337173.3399088,28299,0.36903858184814453
1694337373.1563146,28499,0.36937132477760315
1694337572.4075215,28699,0.36894235014915466
1694337771.9580343,28899,0.3694053888320923
1694337971.3162715,29099,0.3694399297237396
1694338170.838241,29299,0.3694843649864197
1694338370.8737862,29499,0.3692006468772888
1694338571.1301105,29699,0.36878421902656555
1694338770.8991497,29899,0.36889755725860596
1694339063.0274265,30199,0.3692656457424164
1694339263.533946,30399,0.3689444363117218
1694339463.6164489,30599,0.3691057562828064
1694339663.3853366,30799,0.36876899003982544
1694339863.5634995,30999,0.369438499212265
1694340063.7306406,31199,0.36895573139190674
1694340264.56602,31399,0.36898770928382874
1694340464.9625473,31599,0.3694870173931122
1694340665.233132,31799,0.3690662384033203
1694340865.4567423,31999,0.3696504235267639
1694341066.337555,32199,0.3689638078212738
1694341266.6986678,32399,0.3687833249568939
1694341466.9494908,32599,0.3697696328163147
1694341667.4357376,32799,0.36905375123023987
1694341868.014337,32999,0.36931514739990234
1694342068.517965,33199,0.3688388168811798
1694342269.4408417,33399,0.3689950406551361
1694342469.9064894,33599,0.3689490258693695
1694342669.967801,33799,0.3690791130065918
