Jitter Level,Blur Level,Loss 1,Loss 2,Loss 3
0.0,0.0,0.000399172306060791,0.36625051498413086,0.36664968729019165
0.0,0.0,0.0003032088279724121,0.36675775051116943,0.36706095933914185
0.0,0.0,0.00035947561264038086,0.36695683002471924,0.3673163056373596
0.0,0.0,0.000583350658416748,0.36633217334747314,0.3669155240058899
0.0,0.0,0.00044906139373779297,0.36724692583084106,0.36769598722457886
0.0,0.0,0.0002276301383972168,0.36629265546798706,0.3665202856063843
0.0,0.0,0.0003516077995300293,0.3671227693557739,0.36747437715530396
0.0,0.0,0.00039881467819213867,0.3662683367729187,0.36666715145111084
0.0,0.0,0.00025284290313720703,0.366752028465271,0.3670048713684082
0.0,0.0,0.0002734065055847168,0.3666113615036011,0.3668847680091858
0.0,0.0,0.00040274858474731445,0.3670269846916199,0.3674297332763672
0.0,0.0,0.0002181529998779297,0.36676329374313354,0.3669814467430115
0.0,0.0,0.0002478361129760742,0.3671354651451111,0.36738330125808716
0.0,0.0,0.0003827810287475586,0.3663462996482849,0.36672908067703247
0.0,0.0,0.0003841519355773926,0.3674718737602234,0.3678560256958008
0.0,0.0,0.00030601024627685547,0.3660997748374939,0.36640578508377075
0.0,0.0,0.00032341480255126953,0.3667449951171875,0.36706840991973877
0.0,0.0,0.0003968477249145508,0.3670971989631653,0.36749404668807983
0.0,0.0,0.00042808055877685547,0.36574244499206543,0.3661705255508423
0.0,0.0,0.0004571080207824707,0.3675420880317688,0.36799919605255127
0.0,0.0,0.000306546688079834,0.3667231798171997,0.36702972650527954
0.0,0.0,0.0003458857536315918,0.3659590482711792,0.3663049340248108
0.0,0.0,0.00039827823638916016,0.3668147921562195,0.36721307039260864
0.0,0.0,0.0005349516868591309,0.3665727972984314,0.3671077489852905
0.0,0.0,0.00031626224517822266,0.36670058965682983,0.36701685190200806
0.0,0.0,0.00031578540802001953,0.3664664626121521,0.3667822480201721
0.0,0.0,0.00044226646423339844,0.36675065755844116,0.36719292402267456
0.0,0.0,0.00035452842712402344,0.36650460958480835,0.3668591380119324
0.0,0.0,0.00030803680419921875,0.3670850396156311,0.3673930764198303
0.0,0.0,0.00032913684844970703,0.3660546541213989,0.36638379096984863
0.0,0.0,0.00039398670196533203,0.366812527179718,0.36720651388168335
0.0,0.0,0.00035566091537475586,0.36660802364349365,0.3669636845588684
0.0,0.0,0.0003249645233154297,0.36690396070480347,0.3672289252281189
0.0,0.0,0.0005120635032653809,0.367084264755249,0.3675963282585144
0.0,0.0,0.0003311038017272949,0.36614489555358887,0.36647599935531616
0.0,0.0,0.00031495094299316406,0.3664005994796753,0.36671555042266846
0.0,0.0,0.00038760900497436523,0.3660210967063904,0.36640870571136475
0.0,0.0,0.00028693675994873047,0.36682605743408203,0.36711299419403076
0.0,0.0,0.00039499998092651367,0.36702924966812134,0.36742424964904785
0.0,0.0,0.00027805566787719727,0.36679893732070923,0.3670769929885864
0.0,0.0,0.00043886899948120117,0.36642730236053467,0.36686617136001587
0.0,0.0,0.000298917293548584,0.36584651470184326,0.36614543199539185
0.0,0.0,0.00038057565689086914,0.3669200539588928,0.3673006296157837
0.0,0.0,0.00033360719680786133,0.3667767643928528,0.36711037158966064
0.0,0.0,0.0004576444625854492,0.36650848388671875,0.3669661283493042
0.0,0.0,0.00034809112548828125,0.3667750358581543,0.3671231269836426
0.0,0.0,0.0005481839179992676,0.3670532703399658,0.3676014542579651
0.0,0.0,0.00030434131622314453,0.36613374948501587,0.366438090801239
0.0,0.0,0.00039970874786376953,0.3687902092933655,0.36918991804122925
0.0,0.0,0.0005609989166259766,0.3739296793937683,0.3744906783103943
0.0,0.0,0.0003196597099304199,0.36688733100891113,0.36720699071884155
0.0,0.0,0.000551760196685791,0.36742836236953735,0.36798012256622314
0.0,0.0,0.0002053380012512207,0.3666141629219055,0.36681950092315674
0.0,0.0,0.00043064355850219727,0.36721986532211304,0.36765050888061523
0.0,0.0,0.00033026933670043945,0.36683809757232666,0.3671683669090271
0.0,0.0,0.0003941059112548828,0.3666711449623108,0.3670652508735657
0.0,0.0,0.0003173947334289551,0.3665945529937744,0.36691194772720337
0.0,0.0,0.0002490878105163574,0.36701929569244385,0.3672683835029602
0.0,0.0,0.00036406517028808594,0.36644816398620605,0.36681222915649414
0.0,0.0,0.00036257505416870117,0.36689895391464233,0.36726152896881104
0.0,0.0,0.00031316280364990234,0.3663831949234009,0.3666963577270508
0.0,0.0,0.0003304481506347656,0.36673057079315186,0.3670610189437866
0.0,0.0,0.00033479928970336914,0.3669370412826538,0.3672718405723572
0.0,0.0,0.0005307197570800781,0.3664655089378357,0.36699622869491577
0.0,0.0,0.0003930330276489258,0.3664090037345886,0.36680203676223755
0.0,0.0,0.000295102596282959,0.3663874864578247,0.36668258905410767
0.0,0.0,0.0002948641777038574,0.3668566942214966,0.36715155839920044
0.0,0.0,0.0003037452697753906,0.3665578365325928,0.36686158180236816
0.0,0.0,0.0003012418746948242,0.3667067885398865,0.3670080304145813
0.0,0.0,0.0003380775451660156,0.3666154146194458,0.3669534921646118
0.0,0.0,0.0003274679183959961,0.3661643862724304,0.3664918541908264
0.0,0.0,0.0003170967102050781,0.36633145809173584,0.3666485548019409
0.0,0.0,0.0012835860252380371,0.3696979284286499,0.37098151445388794
0.0,0.0,0.00032454729080200195,0.3662545680999756,0.3665791153907776
0.0,0.0,0.000401914119720459,0.36713290214538574,0.3675348162651062
0.0,0.0,0.0005050301551818848,0.3666032552719116,0.3671082854270935
0.0,0.0,0.0004565119743347168,0.36658358573913574,0.36704009771347046
0.0,0.0,0.0002969503402709961,0.3668650984764099,0.3671620488166809
0.0,0.0,0.000353395938873291,0.36657285690307617,0.36692625284194946
0.0,0.0,0.00027316808700561523,0.36696094274520874,0.36723411083221436
0.0,0.0,0.0004584193229675293,0.3663076162338257,0.3667660355567932
0.0,0.0,0.00037348270416259766,0.36655229330062866,0.36692577600479126
0.0,0.0,0.00032848119735717773,0.3668120503425598,0.367140531539917
