2D_projection_error,3D_projection_error,mape_loss
4.353911399841309,175.0405731201172,66.4062271118164
4.5943498611450195,215.7481231689453,96.83963775634766
4.78729248046875,209.38803100585938,78.93465423583984
4.691836833953857,141.95822143554688,68.39697265625
3.9152028560638428,193.6253204345703,74.84259033203125
3.651968479156494,153.99264526367188,63.43072509765625
5.0118255615234375,212.6305389404297,87.26756286621094
4.867343425750732,209.7109375,69.2496337890625
4.174794673919678,138.98521423339844,61.51763153076172
4.341196537017822,206.9730987548828,71.23687744140625
4.684072017669678,191.82369995117188,108.91624450683594
4.419681549072266,202.54730224609375,47.700199127197266
4.000146389007568,199.16073608398438,70.78704833984375
6.332398414611816,201.61434936523438,67.64007568359375
3.9962291717529297,148.97940063476562,60.1659049987793
4.769143581390381,184.9232635498047,52.68492889404297
3.6716256141662598,182.58346557617188,65.67826843261719
5.0315842628479,181.5609130859375,101.86023712158203
5.824571132659912,159.03775024414062,86.95233154296875
4.967421054840088,171.068359375,65.94795227050781
4.501311779022217,189.66934204101562,72.12516784667969
4.264265060424805,190.1075439453125,79.32450103759766
4.121081829071045,237.2509307861328,65.37713623046875
3.7884347438812256,241.49049377441406,68.80170440673828
4.68976354598999,178.9773406982422,60.51143264770508
3.760014772415161,149.70091247558594,52.36824035644531
5.503450870513916,174.24462890625,80.19903564453125
4.299495697021484,172.96044921875,66.33507537841797
4.096085548400879,185.84263610839844,88.96002960205078
4.0508036613464355,186.93296813964844,82.79826354980469
3.618002414703369,142.08799743652344,54.02196502685547
4.586362361907959,156.2902069091797,68.45458221435547
3.8676202297210693,190.22549438476562,70.0655517578125
4.9942779541015625,173.37025451660156,144.43130493164062
4.438789367675781,183.39122009277344,68.01104736328125
4.441544532775879,199.8605194091797,70.53315734863281
4.527157783508301,199.3282012939453,56.77075958251953
5.273341655731201,187.12271118164062,61.59766387939453
5.060092926025391,225.93690490722656,85.06333923339844
5.424030303955078,168.35052490234375,59.18893051147461
4.8545098304748535,171.2770538330078,64.79437255859375
4.236451148986816,166.4744873046875,50.194435119628906
3.7644009590148926,153.83181762695312,65.28359985351562
4.270554542541504,180.6828155517578,75.76029205322266
4.299102306365967,200.04039001464844,70.2392578125
4.440629005432129,196.5564422607422,90.63912200927734
3.953157901763916,169.68502807617188,73.00189971923828
3.796293020248413,143.3911590576172,61.05405044555664
4.180400848388672,171.6932373046875,61.117374420166016
4.144092082977295,176.86444091796875,56.836978912353516
3.5166566371917725,155.86143493652344,185.83175659179688
4.577693462371826,175.82296752929688,50.247650146484375
5.34766960144043,186.6543426513672,78.62094116210938
4.4949750900268555,235.86988830566406,65.05119323730469
4.967928409576416,156.07179260253906,84.67874145507812
4.382014751434326,128.50906372070312,57.13048553466797
4.68487548828125,127.10801696777344,96.78642272949219
3.7817113399505615,154.57406616210938,68.65031433105469
3.7474560737609863,173.48179626464844,78.52495574951172
4.301232814788818,225.27005004882812,99.0146484375
4.4425530433654785,156.1014862060547,66.31224822998047
4.981784343719482,198.61376953125,83.96546936035156
4.287820339202881,135.99566650390625,47.90340805053711
5.234483242034912,214.48118591308594,76.83686828613281
4.017541885375977,216.1022491455078,130.31585693359375
4.0266642570495605,225.31588745117188,83.55033111572266
4.252899169921875,235.06716918945312,79.28417205810547
4.2706828117370605,217.3604278564453,67.69440460205078
5.275792121887207,202.1729736328125,57.01482391357422
4.309853553771973,134.3724822998047,65.98833465576172
4.164340972900391,186.72616577148438,65.46114349365234
4.112937927246094,161.89752197265625,71.3083267211914
3.7791333198547363,174.99049377441406,92.97391510009766
4.207789421081543,210.38897705078125,65.67295837402344
4.969828128814697,177.76486206054688,83.2577133178711
4.257731914520264,177.07986450195312,75.26390838623047
4.4253692626953125,164.99307250976562,72.30683135986328
5.144526958465576,152.2064971923828,61.35775375366211
5.166053771972656,188.32879638671875,83.02596282958984
5.11278772354126,205.2373046875,80.29679870605469
5.121385097503662,204.86761474609375,68.65159606933594
4.692695617675781,221.41378784179688,66.64769744873047
4.349403381347656,136.80873107910156,66.14881896972656
5.0311102867126465,206.29226684570312,68.28219604492188
4.007381439208984,176.30332946777344,70.692138671875
4.637552261352539,210.1793670654297,64.11100006103516
4.176445007324219,188.74908447265625,112.05310821533203
4.0709547996521,188.80435180664062,62.21552658081055
3.5258071422576904,187.1276092529297,60.464900970458984
4.547097206115723,210.3575439453125,55.610042572021484
3.970365285873413,171.00460815429688,61.62228012084961
