Jitter Level,Blur Level,Loss
0.0,0.0,4.858652591705322
0.0,0.0,5.870919704437256
0.0,0.0,4.971233367919922
0.0,0.0,4.11763334274292
0.0,0.0,4.925992488861084
0.0,0.0,4.771899223327637
0.0,0.0,4.384500980377197
0.0,0.0,4.483301639556885
0.0,0.0,4.476082801818848
0.0,0.0,16.966737747192383
0.0,0.0,5.687248229980469
0.0,0.0,4.26561975479126
0.0,0.0,4.273229122161865
0.0,0.0,4.669589519500732
0.0,0.0,4.083716869354248
0.0,0.0,4.248786449432373
0.0,0.0,4.162044048309326
0.0,0.0,5.507743835449219
0.0,0.0,4.7044358253479
0.0,0.0,4.547266006469727
0.0,0.0,5.1733622550964355
0.0,0.0,4.609995365142822
0.0,0.0,4.263789653778076
0.0,0.0,4.534704685211182
0.0,0.0,5.026756286621094
0.0,0.0,4.97406530380249
0.0,0.0,4.315574645996094
0.0,0.0,4.336724758148193
0.0,0.0,3.9887855052948
0.0,0.0,4.146059513092041
0.0,0.0,4.892261028289795
0.0,0.0,4.676168918609619
0.0,0.0,3.7372918128967285
0.0,0.0,4.63350248336792
0.0,0.0,4.509684085845947
0.0,0.0,4.967635631561279
0.0,0.0,5.528804302215576
0.0,0.0,3.9413955211639404
0.0,0.0,4.02431058883667
0.0,0.0,4.329139232635498
0.0,0.0,4.540652751922607
0.0,0.0,4.804520606994629
0.0,0.0,4.430325984954834
0.0,0.0,5.315369129180908
0.0,0.0,4.551599025726318
0.0,0.0,4.662213325500488
0.0,0.0,4.768795013427734
0.0,0.0,4.463836669921875
0.0,0.0,3.9907758235931396
0.0,0.0,4.4900102615356445
0.0,0.0,11.394570350646973
0.0,0.0,4.13549280166626
0.0,0.0,3.879534959793091
0.0,0.0,4.670255184173584
0.0,0.0,4.621230602264404
0.0,0.0,4.4824538230896
0.0,0.0,3.8673744201660156
0.0,0.0,5.777388095855713
0.0,0.0,4.071559429168701
0.0,0.0,4.487040996551514
0.0,0.0,4.506701946258545
0.0,0.0,4.476461410522461
0.0,0.0,4.279341220855713
0.0,0.0,5.080112934112549
0.0,0.0,4.438467502593994
0.0,0.0,4.49629545211792
0.0,0.0,4.76549768447876
0.0,0.0,3.7933566570281982
0.0,0.0,5.682023525238037
0.0,0.0,4.841927528381348
0.0,0.0,4.786221981048584
0.0,0.0,4.26019287109375
0.0,0.0,4.207718849182129
0.0,0.0,5.313443660736084
0.0,0.0,4.571916103363037
0.0,0.0,5.3566203117370605
0.0,0.0,4.813094615936279
0.0,0.0,5.116336345672607
0.0,0.0,4.143227577209473
0.0,0.0,4.087471008300781
0.0,0.0,4.491570472717285
0.0,0.0,4.238925457000732
0.0,0.0,4.724273681640625
0.0,0.0,3.8434669971466064
0.0,0.0,4.463111400604248
0.0,0.0,4.795829772949219
0.0,0.0,5.276926517486572
0.0,0.0,4.977019786834717
0.0,0.0,4.497731685638428
0.0,0.0,5.979995250701904
0.0,0.0,4.655948162078857
0.0,0.0,4.825467109680176
0.0,0.0,4.3181586265563965
0.0,0.0,4.601567268371582
0.0,0.0,4.4869065284729
0.0,0.0,4.488742351531982
0.0,0.0,4.2910380363464355
0.0,0.0,3.923596143722534
0.0,0.0,4.346537113189697
0.0,0.0,4.361217975616455
0.0,0.0,5.165368556976318
0.0,0.0,4.522902965545654
0.0,0.0,3.9163308143615723
0.0,0.0,4.603335857391357
0.0,0.0,4.789628028869629
0.0,0.0,4.572873592376709
0.0,0.0,6.430549621582031
0.0,0.0,3.836183547973633
0.0,0.0,4.395328044891357
0.0,0.0,4.390897274017334
0.0,0.0,4.2737908363342285
0.0,0.0,5.513858318328857
0.0,0.0,4.181008338928223
0.0,0.0,5.162785530090332
0.0,0.0,6.082059860229492
0.0,0.0,4.455545902252197
0.0,0.0,4.171490669250488
0.0,0.0,4.151642799377441
0.0,0.0,4.494633674621582
0.0,0.0,4.445995330810547
0.0,0.0,4.189996242523193
0.0,0.0,4.318091869354248
0.0,0.0,4.343711853027344
0.0,0.0,4.209197521209717
0.0,0.0,4.42714786529541
0.0,0.0,4.697373867034912
0.0,0.0,5.062139987945557
0.0,0.0,4.945512294769287
0.0,0.0,4.713959693908691
0.0,0.0,5.174815654754639
0.0,0.0,4.800380706787109
0.0,0.0,4.74200963973999
0.0,0.0,4.618593215942383
0.0,0.0,4.509441375732422
0.0,0.0,4.764848232269287
0.0,0.0,4.643048286437988
0.0,0.0,4.9939656257629395
0.0,0.0,7.117950439453125
0.0,0.0,4.102080821990967
0.0,0.0,4.266974925994873
0.0,0.0,4.450311660766602
0.0,0.0,5.62880802154541
0.0,0.0,3.989400863647461
0.0,0.0,3.7254135608673096
0.0,0.0,4.689359664916992
0.0,0.0,4.3786163330078125
0.0,0.0,4.57142972946167
0.0,0.0,4.415914535522461
0.0,0.0,4.7996745109558105
0.0,0.0,4.202174663543701
0.0,0.0,5.160628795623779
0.0,0.0,4.353856086730957
0.0,0.0,4.985217094421387
0.0,0.0,4.849830150604248
0.0,0.0,4.191870212554932
0.0,0.0,4.6976189613342285
0.0,0.0,4.564929485321045
0.0,0.0,4.326728343963623
0.0,0.0,3.902550220489502
0.0,0.0,4.17901086807251
0.0,0.0,4.1253509521484375
0.0,0.0,4.6876139640808105
0.0,0.0,4.497267723083496
0.0,0.0,4.328077793121338
0.0,0.0,4.099488258361816
0.0,0.0,4.329968452453613
0.0,0.0,4.264072418212891
0.0,0.0,4.5005106925964355
0.0,0.0,4.9657511711120605
0.0,0.0,6.650535583496094
0.0,0.0,4.4069390296936035
0.0,0.0,4.574372291564941
0.0,0.0,4.737412929534912
0.0,0.0,4.592631816864014
0.0,0.0,3.856771230697632
0.0,0.0,4.636662483215332
0.0,0.0,3.9022233486175537
0.0,0.0,4.932388782501221
0.0,0.0,4.255906581878662
0.0,0.0,4.1331586837768555
0.0,0.0,3.9070727825164795
0.0,0.0,3.9445788860321045
0.0,0.0,4.778138637542725
0.0,0.0,4.121453285217285
0.0,0.0,4.560728549957275
0.0,0.0,4.463958740234375
0.0,0.0,4.356936931610107
0.0,0.0,4.495894908905029
0.0,0.0,3.770310163497925
0.0,0.0,4.721520900726318
0.0,0.0,5.061387062072754
0.0,0.0,4.544591426849365
0.0,0.0,4.322267055511475
0.0,0.0,6.2706170082092285
0.0,0.0,4.6070451736450195
0.0,0.0,4.474640846252441
0.0,0.0,4.642585277557373
0.0,0.0,4.318111419677734
0.0,0.0,4.595593452453613
0.0,0.0,4.330483436584473
0.0,0.0,4.355445861816406
0.0,0.0,4.51254415512085
0.0,0.0,4.785604953765869
0.0,0.0,4.284370422363281
0.0,0.0,4.4247541427612305
0.0,0.0,4.492056369781494
0.0,0.0,4.77134895324707
0.0,0.0,5.019766330718994
0.0,0.0,4.960024356842041
0.0,0.0,5.550365447998047
0.0,0.0,4.626844882965088
0.0,0.0,6.365209102630615
0.0,0.0,5.501382350921631
0.0,0.0,4.023663520812988
0.0,0.0,4.251165866851807
0.0,0.0,4.302279949188232
0.0,0.0,5.108800411224365
0.0,0.0,5.219761848449707
0.0,0.0,5.440673351287842
0.0,0.0,5.687023639678955
0.0,0.0,5.390432834625244
0.0,0.0,4.839250087738037
0.0,0.0,4.450130462646484
0.0,0.0,4.39296817779541
0.0,0.0,4.846565246582031
0.0,0.0,3.876638889312744
0.0,0.0,4.430452823638916
0.0,0.0,4.561862468719482
0.0,0.0,4.838904857635498
0.0,0.0,4.2838664054870605
0.0,0.0,4.655352592468262
0.0,0.0,4.2517266273498535
0.0,0.0,4.700778484344482
0.0,0.0,4.582407474517822
0.0,0.0,4.6623969078063965
0.0,0.0,4.649081707000732
0.0,0.0,4.053841590881348
0.0,0.0,4.356330394744873
0.0,0.0,6.164294242858887
0.0,0.0,4.828305721282959
0.0,0.0,4.793458938598633
0.0,0.0,4.738391876220703
0.0,0.0,4.001741409301758
0.0,0.0,4.992386817932129
0.0,0.0,4.257925033569336
0.0,0.0,3.7187252044677734
0.0,0.0,4.272619724273682
0.0,0.0,4.5790886878967285
0.0,0.0,4.248024940490723
0.0,0.0,4.7266340255737305
0.0,0.0,4.647397041320801
0.0,0.0,4.229994297027588
0.0,0.0,4.152626037597656
0.0,0.0,10.586291313171387
0.0,0.0,4.65969181060791
0.0,0.0,4.1583781242370605
0.0,0.0,4.710062503814697
0.0,0.0,4.393444061279297
0.0,0.0,4.528774261474609
0.0,0.0,4.11935567855835
0.0,0.0,3.8821182250976562
0.0,0.0,4.903212070465088
0.0,0.0,3.808762311935425
0.0,0.0,6.4935622215271
0.0,0.0,4.730169773101807
0.0,0.0,5.620638370513916
0.0,0.0,4.456521987915039
0.0,0.0,4.925707817077637
0.0,0.0,5.065419673919678
0.0,0.0,4.564692974090576
0.0,0.0,4.8711838722229
0.0,0.0,4.447116851806641
0.0,0.0,3.6987946033477783
0.0,0.0,4.305596828460693
0.0,0.0,4.3300981521606445
0.0,0.0,5.4263811111450195
0.0,0.0,4.800118923187256
0.0,0.0,4.636714935302734
0.0,0.0,5.295619487762451
0.0,0.0,4.465874195098877
0.0,0.0,3.804027557373047
0.0,0.0,4.2158708572387695
0.0,0.0,4.1143012046813965
0.0,0.0,4.730713844299316
0.0,0.0,4.942561626434326
0.0,0.0,4.575899600982666
0.0,0.0,4.502712249755859
0.0,0.0,4.424834728240967
0.0,0.0,4.762730598449707
0.0,0.0,4.979377269744873
0.0,0.0,4.353068828582764
0.0,0.0,3.7190873622894287
0.0,0.0,4.193761825561523
0.0,0.0,4.917529582977295
0.0,0.0,5.048586368560791
0.0,0.0,4.73237943649292
0.0,0.0,4.228341102600098
0.0,0.0,4.532985687255859
0.0,0.0,5.515181541442871
0.0,0.0,3.938417911529541
0.0,0.0,4.127700328826904
0.0,0.0,4.814011096954346
0.0,0.0,4.191108226776123
0.0,0.0,5.3101725578308105
0.0,0.0,5.002388954162598
0.0,0.0,4.232560634613037
0.0,0.0,3.9091928005218506
0.0,0.0,4.532803535461426
0.0,0.0,4.413174629211426
0.0,0.0,4.405732154846191
0.0,0.0,5.87319803237915
0.0,0.0,4.354354381561279
0.0,0.0,4.421163558959961
0.0,0.0,4.399638652801514
0.0,0.0,4.615568161010742
0.0,0.0,4.689929485321045
0.0,0.0,4.561917304992676
0.0,0.0,4.038938522338867
0.0,0.0,4.185790538787842
0.0,0.0,4.6984148025512695
0.0,0.0,4.332744121551514
0.0,0.0,4.4202399253845215
0.0,0.0,4.79943323135376
0.0,0.0,4.584251403808594
0.0,0.0,4.611509799957275
0.0,0.0,3.6927096843719482
0.0,0.0,5.095499038696289
0.0,0.0,4.814318656921387
0.0,0.0,4.396851062774658
0.0,0.0,4.857289791107178
0.0,0.0,4.4694132804870605
0.0,0.0,4.472817897796631
0.0,0.0,5.244504928588867
0.0,0.0,4.271337032318115
0.0,0.0,4.296230316162109
0.0,0.0,4.4418110847473145
0.0,0.0,5.103175640106201
0.0,0.0,4.492555141448975
0.0,0.0,4.454351902008057
0.0,0.0,4.927709102630615
0.0,0.0,4.312337398529053
0.0,0.0,3.9884681701660156
0.0,0.0,5.60467529296875
0.0,0.0,5.248650550842285
0.0,0.0,5.307827949523926
0.0,0.0,5.664053440093994
0.0,0.0,4.177257061004639
0.0,0.0,4.441094398498535
0.0,0.0,4.7084574699401855
0.0,0.0,4.444756984710693
0.0,0.0,4.122469425201416
0.0,0.0,5.811896800994873
0.0,0.0,4.324477195739746
0.0,0.0,5.3517680168151855
0.0,0.0,4.508808135986328
0.0,0.0,4.324280261993408
0.0,0.0,4.430670261383057
0.0,0.0,5.468908786773682
0.0,0.0,6.285128593444824
0.0,0.0,4.283998012542725
0.0,0.0,4.517106533050537
0.0,0.0,5.058025360107422
0.0,0.0,4.131038188934326
0.0,0.0,4.20087194442749
0.0,0.0,3.8564629554748535
0.0,0.0,5.105710506439209
0.0,0.0,5.270535469055176
0.0,0.0,4.606439590454102
0.0,0.0,4.195082664489746
0.0,0.0,5.546966552734375
0.0,0.0,3.8562309741973877
0.0,0.0,4.951992988586426
0.0,0.0,5.2258687019348145
0.0,0.0,4.525413513183594
0.0,0.0,4.217471599578857
0.0,0.0,4.006225109100342
0.0,0.0,4.21212911605835
0.0,0.0,3.9257309436798096
0.0,0.0,4.999630928039551
0.0,0.0,4.737767219543457
0.0,0.0,4.471803665161133
0.0,0.0,4.367604732513428
0.0,0.0,4.12125825881958
0.0,0.0,4.152011871337891
0.0,0.0,4.828994274139404
0.0,0.0,4.681210517883301
0.0,0.0,4.287517070770264
0.0,0.0,4.834142208099365
0.0,0.0,4.357021331787109
0.0,1.0,4.049973964691162
0.0,1.0,4.559957981109619
0.0,1.0,4.3290205001831055
0.0,1.0,4.648200035095215
0.0,1.0,3.924943208694458
0.0,1.0,4.209937572479248
0.0,1.0,4.2615580558776855
0.0,1.0,4.120508193969727
0.0,1.0,5.62425422668457
0.0,1.0,4.796426296234131
0.0,1.0,3.6763954162597656
0.0,1.0,4.1824469566345215
0.0,1.0,4.65795373916626
0.0,1.0,3.8444416522979736
0.0,1.0,4.68450403213501
0.0,1.0,4.28669548034668
0.0,1.0,4.694293975830078
0.0,1.0,4.7136969566345215
0.0,1.0,4.04150915145874
0.0,1.0,3.9181325435638428
0.0,1.0,3.8817403316497803
0.0,1.0,5.818328857421875
0.0,1.0,4.315221786499023
0.0,1.0,4.609106540679932
0.0,1.0,5.303289413452148
0.0,1.0,4.713047027587891
0.0,1.0,6.98184061050415
0.0,1.0,17.035154342651367
0.0,1.0,3.974755048751831
0.0,1.0,5.358868598937988
0.0,1.0,4.440818786621094
0.0,1.0,3.994763135910034
0.0,1.0,4.912033557891846
0.0,1.0,3.90793776512146
0.0,1.0,4.082057476043701
0.0,1.0,4.7814040184021
0.0,1.0,4.420925140380859
0.0,1.0,4.459634780883789
0.0,1.0,7.427715301513672
0.0,1.0,4.684691905975342
0.0,1.0,4.322003364562988
0.0,1.0,5.054773807525635
0.0,1.0,4.182074069976807
0.0,1.0,4.535221099853516
0.0,1.0,3.894521474838257
0.0,1.0,4.4432759284973145
0.0,1.0,4.6823859214782715
0.0,1.0,5.322981357574463
0.0,1.0,4.738440990447998
0.0,1.0,3.976036787033081
0.0,1.0,4.399334907531738
0.0,1.0,3.9900474548339844
0.0,1.0,4.267983436584473
0.0,1.0,4.308316707611084
0.0,1.0,4.112311840057373
0.0,1.0,3.936918020248413
0.0,1.0,4.167531490325928
0.0,1.0,5.684665203094482
0.0,1.0,4.034972667694092
0.0,1.0,4.435018062591553
0.0,1.0,4.641940593719482
0.0,1.0,4.027534008026123
0.0,1.0,4.882797718048096
0.0,1.0,4.328883647918701
0.0,1.0,5.75486946105957
0.0,1.0,4.694061279296875
0.0,1.0,5.0061187744140625
0.0,1.0,3.990187406539917
0.0,1.0,4.431150436401367
0.0,1.0,4.854630947113037
0.0,1.0,4.39157247543335
0.0,1.0,4.766993999481201
0.0,1.0,4.551619052886963
0.0,1.0,4.806994915008545
0.0,1.0,3.939682722091675
0.0,1.0,4.300294399261475
0.0,1.0,4.614278793334961
0.0,1.0,4.383334636688232
0.0,1.0,5.257735729217529
0.0,1.0,4.7256622314453125
0.0,1.0,4.344557285308838
0.0,1.0,4.879027843475342
0.0,1.0,4.52476167678833
0.0,1.0,6.382193088531494
0.0,1.0,5.087876319885254
0.0,1.0,4.340085506439209
0.0,1.0,4.222559928894043
0.0,1.0,5.358426094055176
0.0,1.0,4.489692211151123
0.0,1.0,5.270000457763672
0.0,1.0,3.9936695098876953
0.0,1.0,4.48324728012085
0.0,1.0,4.023860931396484
0.0,1.0,5.047158718109131
0.0,1.0,3.910158634185791
0.0,1.0,4.124436855316162
0.0,1.0,3.9339005947113037
0.0,1.0,4.451245307922363
0.0,1.0,4.787841320037842
0.0,1.0,4.03849458694458
0.0,1.0,4.493459701538086
0.0,1.0,4.225444316864014
0.0,1.0,5.033059120178223
0.0,1.0,4.725549697875977
0.0,1.0,4.482135772705078
0.0,1.0,4.101950168609619
0.0,1.0,3.9672696590423584
0.0,1.0,3.9552738666534424
0.0,1.0,4.070699214935303
0.0,1.0,4.763832092285156
0.0,1.0,6.163949012756348
0.0,1.0,3.97601056098938
0.0,1.0,4.392977237701416
0.0,1.0,5.077678203582764
0.0,1.0,6.334043025970459
0.0,1.0,11.244780540466309
0.0,1.0,4.472204685211182
0.0,1.0,4.992176532745361
0.0,1.0,5.032441139221191
0.0,1.0,4.668792247772217
0.0,1.0,4.316338539123535
0.0,1.0,4.167003631591797
0.0,1.0,5.489357948303223
0.0,1.0,4.2371439933776855
0.0,1.0,4.613992691040039
0.0,1.0,4.137315273284912
0.0,1.0,4.869647026062012
0.0,1.0,4.620177745819092
0.0,1.0,4.251518249511719
0.0,1.0,4.388184070587158
0.0,1.0,4.241683483123779
0.0,1.0,4.52392053604126
0.0,1.0,4.030190944671631
0.0,1.0,3.966663360595703
0.0,1.0,4.994880199432373
0.0,1.0,5.029651641845703
0.0,1.0,4.415826320648193
0.0,1.0,4.859829902648926
0.0,1.0,4.175090789794922
0.0,1.0,4.501652717590332
0.0,1.0,4.953107833862305
0.0,1.0,3.985675811767578
0.0,1.0,4.11349630355835
0.0,1.0,3.9038257598876953
0.0,1.0,4.348412990570068
0.0,1.0,5.500901699066162
0.0,1.0,4.399308681488037
0.0,1.0,4.748723030090332
0.0,1.0,5.000035762786865
0.0,1.0,4.257627487182617
0.0,1.0,4.445491313934326
0.0,1.0,4.233026027679443
0.0,1.0,4.555098533630371
0.0,1.0,5.621292591094971
0.0,1.0,4.601826190948486
0.0,1.0,5.017756938934326
0.0,1.0,3.679168701171875
0.0,1.0,4.231473922729492
0.0,1.0,4.409111022949219
0.0,1.0,3.921290636062622
0.0,1.0,4.693483829498291
0.0,1.0,3.410527467727661
0.0,1.0,4.676493167877197
0.0,1.0,5.170398235321045
0.0,1.0,4.745430946350098
0.0,1.0,4.045027732849121
0.0,1.0,4.145907878875732
0.0,1.0,3.9731557369232178
0.0,1.0,4.1465630531311035
0.0,1.0,4.360785961151123
0.0,1.0,3.8855011463165283
0.0,1.0,4.39399528503418
0.0,1.0,4.830012798309326
0.0,1.0,4.417447090148926
0.0,1.0,4.440206050872803
0.0,1.0,3.9359898567199707
0.0,1.0,4.14797306060791
0.0,1.0,4.312066078186035
0.0,1.0,4.280308723449707
0.0,1.0,4.26720666885376
0.0,1.0,4.028573513031006
0.0,1.0,4.407456398010254
0.0,1.0,3.9762845039367676
0.0,1.0,4.2407965660095215
0.0,1.0,4.431636333465576
0.0,1.0,4.052727699279785
0.0,1.0,4.335522651672363
0.0,1.0,4.160703659057617
0.0,1.0,5.400306701660156
0.0,1.0,4.120307922363281
0.0,1.0,4.341787815093994
0.0,1.0,5.50238037109375
0.0,1.0,4.32428503036499
0.0,1.0,3.742074966430664
0.0,1.0,4.058201313018799
0.0,1.0,4.16959810256958
0.0,1.0,4.906203746795654
0.0,1.0,4.172608375549316
0.0,1.0,3.8119659423828125
0.0,1.0,4.635133266448975
0.0,1.0,4.036244869232178
0.0,1.0,3.8993771076202393
0.0,1.0,4.739328861236572
0.0,1.0,4.38887357711792
0.0,1.0,5.069825172424316
0.0,1.0,4.20895528793335
0.0,1.0,4.231054306030273
0.0,1.0,3.6389667987823486
0.0,1.0,4.2578558921813965
0.0,1.0,5.356145858764648
0.0,1.0,4.407569408416748
0.0,1.0,5.433952808380127
0.0,1.0,3.8794517517089844
0.0,1.0,4.287919044494629
0.0,1.0,4.255909442901611
0.0,1.0,4.9096455574035645
0.0,1.0,3.584216833114624
0.0,1.0,4.371832370758057
0.0,1.0,4.024744987487793
0.0,1.0,4.537697792053223
0.0,1.0,5.950046062469482
0.0,1.0,4.505722999572754
0.0,1.0,4.710453987121582
0.0,1.0,4.484958171844482
0.0,1.0,4.036496639251709
0.0,1.0,3.9768922328948975
0.0,1.0,5.951977729797363
0.0,1.0,4.256576061248779
0.0,1.0,4.1972832679748535
0.0,1.0,3.8476665019989014
0.0,1.0,4.490684509277344
0.0,1.0,3.9505867958068848
0.0,1.0,4.84458065032959
0.0,1.0,4.710652828216553
0.0,1.0,3.9677631855010986
0.0,1.0,4.98070764541626
0.0,1.0,5.266624450683594
0.0,1.0,4.977721214294434
0.0,1.0,4.642963886260986
0.0,1.0,5.276942729949951
0.0,1.0,4.159064769744873
0.0,1.0,5.395180702209473
0.0,1.0,4.246006488800049
0.0,1.0,4.219493865966797
0.0,1.0,3.8122384548187256
0.0,1.0,5.368796348571777
0.0,1.0,4.425772666931152
0.0,1.0,4.6466064453125
0.0,1.0,4.490194320678711
0.0,1.0,4.141271591186523
0.0,1.0,4.182455539703369
0.0,1.0,4.979299545288086
0.0,1.0,4.374429225921631
0.0,1.0,4.696889400482178
0.0,1.0,4.1484856605529785
0.0,1.0,4.400712013244629
0.0,1.0,4.243873596191406
0.0,1.0,4.220481872558594
0.0,1.0,3.9050185680389404
0.0,1.0,4.602982044219971
0.0,1.0,4.629531383514404
0.0,1.0,4.422411918640137
0.0,1.0,5.289538860321045
0.0,1.0,4.203371524810791
0.0,1.0,4.406271934509277
0.0,1.0,4.593738555908203
0.0,1.0,5.178302764892578
0.0,1.0,4.513387203216553
0.0,1.0,3.9140822887420654
0.0,1.0,4.876193523406982
0.0,1.0,4.243032455444336
0.0,1.0,4.775920391082764
0.0,1.0,4.6063761711120605
0.0,1.0,4.4703288078308105
0.0,1.0,4.848608016967773
0.0,1.0,5.890369415283203
0.0,1.0,4.615085601806641
0.0,1.0,3.858088731765747
0.0,1.0,4.1130266189575195
0.0,1.0,3.9510276317596436
0.0,1.0,4.827571392059326
0.0,1.0,5.311107635498047
0.0,1.0,4.745541095733643
0.0,1.0,5.590996742248535
0.0,1.0,4.530440807342529
0.0,1.0,4.6096086502075195
0.0,1.0,3.7119240760803223
0.0,1.0,3.978543996810913
0.0,1.0,4.623787879943848
0.0,1.0,3.9120945930480957
0.0,1.0,3.9118919372558594
0.0,1.0,4.298264980316162
0.0,1.0,3.780665636062622
0.0,1.0,4.388347148895264
0.0,1.0,4.462741374969482
0.0,1.0,5.403594493865967
0.0,1.0,4.296988010406494
0.0,1.0,4.464698314666748
0.0,1.0,4.052345275878906
0.0,1.0,3.7420711517333984
0.0,1.0,4.151340007781982
0.0,1.0,4.222935676574707
0.0,1.0,4.186356544494629
0.0,1.0,4.780132293701172
0.0,1.0,5.368901252746582
0.0,1.0,4.066199779510498
0.0,1.0,4.292335033416748
0.0,1.0,4.222903728485107
0.0,1.0,4.580674648284912
0.0,1.0,4.802072048187256
0.0,1.0,3.6825928688049316
0.0,1.0,3.973900318145752
0.0,1.0,4.40863561630249
0.0,1.0,4.0291032791137695
0.0,1.0,5.023486614227295
0.0,1.0,5.842092037200928
0.0,1.0,4.737893581390381
0.0,1.0,5.308563232421875
0.0,1.0,4.606104373931885
0.0,1.0,4.9645514488220215
0.0,1.0,5.160341739654541
0.0,1.0,3.8968312740325928
0.0,1.0,6.054150104522705
0.0,1.0,4.383054733276367
0.0,1.0,4.354476451873779
0.0,1.0,5.082573890686035
0.0,1.0,4.3478102684021
0.0,1.0,4.329720973968506
0.0,1.0,4.225749492645264
0.0,1.0,5.109781265258789
0.0,1.0,4.657135963439941
0.0,1.0,3.7439286708831787
0.0,1.0,4.161545753479004
0.0,1.0,5.118578910827637
0.0,1.0,3.6622796058654785
0.0,1.0,4.211137294769287
0.0,1.0,4.870668411254883
0.0,1.0,4.016932487487793
0.0,1.0,4.494282245635986
0.0,1.0,4.575994968414307
0.0,1.0,3.670384645462036
0.0,1.0,4.31964111328125
0.0,1.0,4.067417144775391
0.0,1.0,4.181991100311279
0.0,1.0,4.705404758453369
0.0,1.0,4.257720947265625
0.0,1.0,3.8912408351898193
0.0,1.0,5.887667179107666
0.0,1.0,4.091826915740967
0.0,1.0,7.741982936859131
0.0,1.0,7.355679512023926
0.0,1.0,3.997129201889038
0.0,1.0,4.373414039611816
0.0,1.0,4.225456237792969
0.0,1.0,4.8956828117370605
0.0,1.0,4.450819969177246
0.0,1.0,4.202243328094482
0.0,1.0,4.085610866546631
0.0,1.0,3.981008291244507
0.0,1.0,4.600268840789795
0.0,1.0,4.550633907318115
0.0,1.0,4.109487056732178
0.0,1.0,4.816917419433594
0.0,1.0,3.8370513916015625
0.0,1.0,3.781217336654663
0.0,1.0,4.033153057098389
0.0,1.0,4.233373165130615
0.0,1.0,5.6833977699279785
0.0,1.0,4.238851070404053
0.0,1.0,4.3138556480407715
0.0,1.0,4.252620697021484
0.0,1.0,4.184995174407959
0.0,1.0,4.7183732986450195
0.0,1.0,4.84323263168335
0.0,1.0,3.8509628772735596
0.0,1.0,4.343140602111816
0.0,1.0,4.240973949432373
0.0,1.0,3.917771577835083
0.0,1.0,4.065237522125244
0.0,1.0,4.406564235687256
0.0,1.0,4.891925811767578
0.0,1.0,4.00964879989624
0.0,1.0,5.165235996246338
0.0,1.0,4.85119104385376
0.0,1.0,4.094605922698975
0.0,1.0,4.463834762573242
0.0,1.0,4.3873515129089355
0.0,1.0,4.260411262512207
0.0,1.0,4.263538360595703
0.0,1.0,4.516780376434326
0.0,1.0,4.081063747406006
0.0,1.0,4.7693095207214355
0.0,1.0,4.617316722869873
0.0,1.0,4.399234771728516
0.0,1.0,5.0728325843811035
0.0,1.0,4.120757579803467
0.0,1.0,4.014727592468262
0.0,1.0,3.949284315109253
0.0,1.0,4.096412658691406
0.0,1.0,4.728774547576904
0.0,1.0,4.080380916595459
0.0,1.0,5.288649559020996
0.0,1.0,4.933682918548584
0.0,1.0,4.896513938903809
0.0,1.0,4.450374126434326
0.0,1.0,3.9844491481781006
0.0,1.0,3.6012749671936035
0.0,1.0,4.107209205627441
0.0,1.0,7.785142421722412
0.0,1.0,7.9297332763671875
0.0,1.0,3.8764824867248535
0.0,1.0,4.39200496673584
0.0,1.0,4.575965881347656
0.0,1.0,4.621547222137451
